season,holiday,workingday,weather,temp,humidity,windspeed
2,0,0,1,22.14,18,19.9995
3,0,1,1,28.7,65,12.998
4,0,1,1,18.86,44,32.9975
3,0,1,1,31.98,46,19.9995
1,0,1,2,26.24,29,0.0
1,0,1,3,9.02,75,11.0014
2,0,1,1,31.16,58,11.0014
1,1,0,1,4.92,50,0.0
4,0,1,2,23.78,94,8.9981
3,0,1,1,25.42,88,7.0015
3,0,1,1,20.5,59,0.0
2,0,0,1,18.04,24,15.0013
1,0,1,1,8.2,47,19.9995
2,0,1,1,28.7,65,8.9981
2,0,1,1,27.06,27,19.0012
2,0,1,2,30.34,79,11.0014
3,0,1,1,26.24,69,7.0015
4,0,0,1,10.66,60,12.998
2,0,1,1,16.4,82,0.0
2,0,1,1,22.14,22,19.0012
4,0,0,2,18.04,54,12.998
1,0,1,1,8.2,47,0.0
4,0,0,1,13.12,81,0.0
1,0,0,2,10.66,81,11.0014
4,0,1,1,12.3,70,11.0014
4,0,1,2,15.58,54,7.0015
1,0,1,1,7.38,55,7.0015
1,0,0,1,13.12,29,19.0012
1,0,0,3,14.76,93,6.0032
4,0,1,2,15.58,94,11.0014
1,0,0,2,9.84,60,15.0013
4,0,1,1,23.78,46,27.9993
4,0,0,1,22.14,83,16.9979
2,0,1,1,22.14,45,0.0
2,0,1,1,22.96,88,0.0
3,0,0,1,33.62,43,19.9995
3,0,1,2,31.98,43,0.0
1,0,1,1,5.74,50,22.0028
2,0,1,1,26.24,38,32.9975
1,0,1,2,11.48,87,0.0
4,0,1,1,14.76,87,0.0
2,0,1,1,26.24,65,12.998
3,0,0,1,28.7,70,0.0
4,0,1,1,9.02,80,6.0032
4,0,1,1,25.42,73,15.0013
2,0,1,1,22.96,37,15.0013
2,0,1,1,22.96,88,0.0
3,0,1,1,20.5,77,0.0
3,0,1,1,31.16,33,11.0014
3,0,1,1,27.06,78,7.0015
2,0,0,2,20.5,94,26.0027
4,0,1,1,24.6,40,11.0014
4,0,1,1,6.56,86,7.0015
3,0,1,2,27.88,79,11.0014
2,0,1,1,21.32,27,0.0
3,0,1,1,34.44,53,19.0012
1,0,0,1,12.3,33,22.0028
3,0,0,1,35.26,47,16.9979
1,0,1,1,13.12,61,22.0028
2,0,0,2,24.6,60,8.9981
1,0,1,1,10.66,48,12.998
2,0,0,1,22.14,56,12.998
2,0,0,2,29.52,58,6.0032
3,0,1,1,30.34,55,15.0013
3,0,1,1,33.62,46,15.0013
2,0,1,1,24.6,56,7.0015
2,0,1,2,15.58,43,22.0028
1,0,1,1,9.84,60,19.9995
1,0,1,2,9.02,51,19.0012
4,0,0,3,14.76,100,6.0032
1,0,1,2,12.3,70,6.0032
4,0,1,2,13.94,61,8.9981
3,0,1,1,31.16,58,23.9994
4,0,0,1,22.14,39,12.998
1,0,1,1,14.76,40,7.0015
1,0,0,3,9.02,93,8.9981
4,0,1,1,21.32,45,15.0013
4,0,0,1,14.76,46,16.9979
3,0,1,2,21.32,63,16.9979
1,0,0,1,12.3,56,11.0014
3,0,1,1,27.88,65,8.9981
1,0,1,1,11.48,56,19.0012
1,0,0,1,10.66,87,7.0015
1,0,1,2,10.66,44,22.0028
1,0,0,1,18.04,35,23.9994
3,0,1,1,31.16,52,19.0012
1,0,1,2,10.66,56,6.0032
2,0,1,1,23.78,46,8.9981
3,0,1,3,27.06,89,15.0013
1,0,1,1,26.24,57,16.9979
2,0,1,1,29.52,37,16.9979
3,0,0,1,29.52,74,16.9979
2,0,1,1,22.96,49,15.0013
4,0,1,2,15.58,82,12.998
4,0,1,2,24.6,94,8.9981
2,0,0,1,26.24,57,6.0032
3,0,1,1,27.88,61,19.0012
2,0,1,2,22.14,88,16.9979
1,0,0,1,5.74,43,26.0027
3,0,1,1,26.24,73,6.0032
2,0,0,2,14.76,76,16.9979
4,0,0,1,14.76,81,7.0015
1,0,1,1,14.76,46,12.998
1,0,1,1,10.66,60,15.0013
3,0,1,1,21.32,83,0.0
2,0,1,1,27.88,65,7.0015
1,0,1,1,13.94,61,12.998
1,0,1,2,8.2,51,11.0014
2,0,1,2,20.5,88,8.9981
3,0,0,1,27.06,89,0.0
4,0,1,2,25.42,43,8.9981
1,0,1,3,5.74,80,8.9981
4,0,0,1,14.76,71,7.0015
4,0,1,2,18.86,100,15.0013
1,1,0,1,11.48,38,30.0026
2,0,1,1,13.94,81,8.9981
1,0,1,2,5.74,63,7.0015
1,0,1,2,10.66,44,27.9993
3,0,1,1,30.34,58,12.998
4,0,1,1,13.12,90,0.0
3,0,0,1,27.06,65,15.0013
4,0,1,2,19.68,77,8.9981
3,0,0,1,32.8,55,15.0013
2,0,0,1,22.14,88,0.0
3,0,1,1,26.24,69,7.0015
4,0,1,1,10.66,56,19.0012
2,0,0,1,28.7,34,19.9995
1,0,1,1,8.2,51,11.0014
4,0,1,3,22.14,100,6.0032
4,0,1,1,21.32,63,22.0028
4,0,1,1,17.22,88,7.0015
3,0,1,1,29.52,70,8.9981
2,0,1,1,26.24,44,15.0013
1,0,1,1,9.84,30,15.0013
4,0,1,2,17.22,88,8.9981
2,0,0,2,16.4,47,11.0014
2,0,1,1,24.6,46,6.0032
2,0,0,1,18.04,72,6.0032
2,0,0,1,22.96,28,27.9993
2,0,1,1,33.62,52,15.0013
1,0,1,1,13.12,21,11.0014
2,0,1,3,22.96,78,8.9981
1,0,1,1,13.94,46,19.9995
4,0,1,2,13.12,70,19.0012
1,0,1,2,10.66,100,0.0
2,0,1,1,27.88,44,12.998
3,0,1,2,28.7,61,16.9979
1,0,1,2,9.02,80,6.0032
4,0,1,2,25.42,88,0.0
3,0,1,1,32.8,49,16.9979
4,0,1,2,13.94,100,8.9981
2,0,1,1,14.76,62,15.0013
2,0,1,1,22.96,94,12.998
2,0,1,1,24.6,56,6.0032
2,0,0,1,18.86,41,27.9993
3,0,0,1,26.24,78,6.0032
3,0,1,1,30.34,70,11.0014
3,0,0,2,22.14,68,6.0032
1,0,1,1,4.92,28,27.9993
3,0,0,1,27.88,36,12.998
4,0,1,2,21.32,77,11.0014
2,0,1,1,25.42,46,15.0013
1,0,1,1,8.2,40,23.9994
1,0,1,1,9.02,37,16.9979
1,0,0,1,5.74,80,0.0
2,0,0,1,30.34,30,6.0032
3,0,0,1,23.78,94,8.9981
1,0,1,1,10.66,70,22.0028
2,0,1,1,23.78,40,22.0028
1,0,0,3,13.12,100,23.9994
2,0,0,1,28.7,58,6.0032
2,0,1,1,20.5,68,6.0032
4,0,0,2,13.94,87,0.0
3,0,1,3,22.96,94,0.0
1,0,1,1,18.04,82,6.0032
3,0,1,1,22.96,52,19.0012
2,0,1,1,31.16,37,11.0014
4,0,1,2,10.66,81,0.0
4,0,1,1,22.96,94,8.9981
2,0,0,1,28.7,70,12.998
2,0,1,2,24.6,73,19.9995
2,0,0,3,13.12,76,22.0028
2,1,0,1,22.14,77,15.0013
2,0,0,2,14.76,81,0.0
2,0,1,2,9.84,93,16.9979
3,0,0,2,28.7,54,7.0015
4,0,0,2,15.58,94,0.0
2,0,0,2,17.22,88,8.9981
2,0,1,1,17.22,50,16.9979
4,0,1,1,10.66,48,19.0012
2,0,1,2,14.76,46,23.9994
3,0,1,1,30.34,51,22.0028
3,0,1,1,26.24,50,23.9994
4,0,0,1,11.48,75,0.0
4,0,1,1,24.6,60,6.0032
2,0,1,1,35.26,47,19.9995
3,0,0,1,36.08,32,23.9994
2,0,1,1,24.6,43,12.998
4,0,0,1,12.3,75,6.0032
2,0,0,1,29.52,51,6.0032
4,0,1,1,13.12,53,15.0013
1,0,1,1,5.74,39,39.0007
4,0,1,3,16.4,94,16.9979
3,1,0,2,30.34,62,8.9981
1,0,1,1,13.94,81,7.0015
4,0,1,3,18.04,100,16.9979
4,0,1,1,9.84,81,0.0
1,0,1,1,18.86,36,12.998
1,0,0,1,13.94,49,11.0014
2,0,1,1,27.88,83,12.998
1,0,1,2,8.2,37,19.0012
3,0,1,1,32.8,55,11.0014
4,0,1,2,10.66,81,7.0015
2,0,1,2,21.32,83,8.9981
3,0,1,3,24.6,88,7.0015
1,0,0,1,10.66,56,16.9979
2,0,1,1,29.52,38,7.0015
3,0,0,1,20.5,72,11.0014
2,0,1,2,19.68,88,7.0015
2,0,1,1,21.32,59,12.998
2,0,1,1,31.16,75,11.0014
4,0,1,1,22.14,64,19.0012
3,0,0,1,29.52,51,19.9995
1,0,0,1,16.4,17,27.9993
4,0,0,1,10.66,48,15.0013
3,0,1,1,31.16,58,15.0013
4,0,1,3,13.94,71,22.0028
3,0,1,2,34.44,49,12.998
3,0,1,1,21.32,72,0.0
4,0,1,3,14.76,81,23.9994
3,0,1,1,29.52,39,6.0032
4,0,1,2,19.68,88,0.0
1,0,1,1,12.3,49,0.0
2,0,0,1,15.58,54,23.9994
2,0,0,1,17.22,69,7.0015
2,0,1,1,22.14,22,27.9993
4,0,0,1,15.58,54,19.0012
2,0,1,2,22.96,83,15.0013
2,0,1,1,27.06,61,15.0013
1,0,0,1,7.38,51,11.0014
4,0,1,1,11.48,41,11.0014
3,0,1,1,33.62,23,12.998
4,0,1,1,11.48,75,0.0
1,0,0,1,8.2,32,32.9975
1,0,0,2,14.76,43,8.9981
3,0,1,1,37.72,31,11.0014
2,0,0,2,20.5,88,8.9981
3,0,0,1,21.32,77,12.998
3,0,1,1,26.24,78,22.0028
2,0,1,1,18.86,72,15.0013
1,0,1,1,10.66,52,15.0013
1,0,1,2,18.04,44,16.9979
3,0,1,1,22.96,73,6.0032
1,0,1,3,13.94,0,16.9979
4,0,0,1,17.22,71,11.0014
2,0,0,1,22.96,56,6.0032
1,0,0,1,13.12,57,7.0015
1,0,1,1,4.92,54,8.9981
1,0,0,3,9.02,93,7.0015
4,0,1,2,16.4,76,11.0014
3,0,0,1,32.8,59,16.9979
1,0,1,2,9.84,32,30.0026
3,0,0,1,30.34,66,6.0032
2,0,1,1,23.78,73,19.9995
1,0,1,1,18.04,58,12.998
2,0,1,2,13.94,53,11.0014
4,0,0,2,12.3,87,6.0032
3,0,1,2,27.06,89,0.0
3,0,0,1,31.98,59,0.0
4,0,0,2,14.76,62,8.9981
1,0,0,2,12.3,52,19.9995
1,0,1,2,13.12,39,6.0032
3,0,0,3,26.24,73,0.0
2,0,0,1,25.42,88,8.9981
2,0,1,1,26.24,41,8.9981
4,0,1,2,23.78,94,23.9994
2,0,1,1,23.78,46,7.0015
2,0,1,1,21.32,68,0.0
2,0,1,1,20.5,42,12.998
4,0,1,1,20.5,77,7.0015
1,0,1,1,16.4,43,15.0013
4,0,1,1,22.96,56,19.0012
4,0,1,1,13.94,87,0.0
3,0,0,1,27.06,57,6.0032
4,0,1,1,26.24,47,16.9979
3,0,0,1,27.06,74,0.0
4,0,1,2,11.48,52,15.0013
4,0,1,1,10.66,75,7.0015
4,0,1,1,9.84,75,0.0
4,0,1,2,15.58,54,15.0013
1,0,1,1,14.76,34,19.0012
2,0,1,1,36.08,42,8.9981
3,0,1,1,27.88,65,8.9981
4,0,1,1,22.14,49,11.0014
4,0,1,3,21.32,94,22.0028
2,0,1,3,22.96,83,16.9979
4,0,0,1,10.66,87,0.0
2,0,1,3,23.78,73,11.0014
1,0,1,1,4.92,50,15.0013
1,0,1,3,14.76,87,12.998
2,0,0,3,12.3,100,16.9979
4,1,0,1,15.58,37,31.0009
4,0,1,2,23.78,83,15.0013
3,0,1,1,28.7,54,8.9981
1,0,1,3,10.66,81,7.0015
2,0,1,2,21.32,72,6.0032
4,0,1,1,20.5,59,19.0012
1,0,0,2,12.3,36,15.0013
2,0,1,1,31.98,43,15.0013
1,0,0,1,6.56,47,15.0013
1,0,1,2,8.2,86,6.0032
4,0,0,1,18.04,62,16.9979
1,0,1,1,13.12,49,16.9979
4,0,0,1,22.14,37,0.0
4,0,1,1,28.7,65,0.0
2,0,1,2,31.16,70,7.0015
3,0,0,1,24.6,78,16.9979
2,0,0,2,29.52,37,16.9979
3,0,1,1,28.7,61,0.0
3,0,1,1,27.06,83,11.0014
1,0,1,2,9.84,87,8.9981
4,0,1,1,18.04,62,8.9981
1,0,0,1,18.04,38,16.9979
3,0,1,1,32.8,43,8.9981
4,0,1,3,24.6,88,0.0
3,0,0,1,31.16,70,11.0014
4,0,1,2,29.52,54,12.998
1,0,1,1,13.94,39,19.0012
1,0,0,1,18.86,55,27.9993
1,0,1,2,10.66,56,8.9981
2,0,1,2,18.86,88,11.0014
1,0,0,1,5.74,43,11.0014
3,0,1,2,25.42,94,23.9994
4,0,1,1,21.32,39,12.998
3,0,1,1,35.26,41,7.0015
2,0,1,1,25.42,43,0.0
2,0,1,2,28.7,24,36.9974
4,0,1,1,14.76,93,8.9981
4,0,1,1,22.96,64,8.9981
3,0,0,1,26.24,83,11.0014
1,0,1,1,10.66,65,26.0027
1,0,1,1,17.22,82,0.0
1,0,0,1,12.3,36,16.9979
4,0,1,2,22.96,64,6.0032
4,0,0,1,18.04,62,8.9981
1,0,1,1,10.66,35,7.0015
3,0,0,1,30.34,66,11.0014
1,0,1,1,13.12,61,0.0
3,0,1,1,32.8,55,15.0013
4,0,1,2,24.6,78,11.0014
2,0,1,1,37.72,35,12.998
3,0,1,3,26.24,89,6.0032
3,0,1,2,27.88,69,19.9995
2,0,1,1,13.94,57,19.9995
1,0,1,1,7.38,59,8.9981
3,0,0,2,27.88,89,7.0015
3,0,1,2,27.06,83,12.998
4,0,0,3,14.76,93,11.0014
2,0,1,1,13.12,81,16.9979
1,0,1,1,21.32,55,11.0014
4,0,0,1,18.86,51,19.9995
1,0,0,3,17.22,88,16.9979
3,0,1,2,26.24,78,16.9979
3,0,1,2,22.14,77,31.0009
1,0,1,1,6.56,47,26.0027
1,0,0,1,18.86,51,19.9995
4,0,0,2,9.84,75,0.0
1,0,1,1,9.84,52,19.0012
1,0,1,2,11.48,93,7.0015
1,0,1,1,11.48,61,11.0014
2,0,1,3,25.42,83,16.9979
1,0,1,2,12.3,42,15.0013
3,0,1,1,28.7,70,6.0032
3,0,1,1,34.44,59,22.0028
2,0,1,3,18.86,94,19.9995
1,0,1,2,8.2,69,15.0013
2,0,0,1,17.22,82,6.0032
2,0,1,1,26.24,65,6.0032
3,0,1,2,31.16,55,6.0032
4,0,1,3,12.3,87,35.0008
1,0,1,1,8.2,51,12.998
4,0,1,1,13.94,81,8.9981
4,0,1,1,18.04,51,27.9993
4,0,1,1,18.86,82,8.9981
3,0,1,1,28.7,65,15.0013
4,0,1,1,21.32,52,8.9981
3,0,1,1,35.26,44,15.0013
3,0,0,2,29.52,70,11.0014
4,0,1,1,18.86,55,11.0014
2,0,1,1,26.24,73,6.0032
3,0,0,1,31.98,62,15.0013
2,0,1,1,22.14,37,12.998
2,0,1,1,31.16,31,26.0027
4,0,0,2,16.4,82,22.0028
4,0,0,1,23.78,32,19.0012
4,0,1,2,9.84,60,7.0015
3,0,1,1,24.6,64,6.0032
3,0,0,1,27.88,83,8.9981
3,0,1,2,27.88,89,0.0
3,0,1,1,26.24,78,7.0015
1,0,1,2,9.02,87,8.9981
3,0,1,3,22.14,83,23.9994
4,0,1,1,18.04,51,8.9981
4,0,1,1,13.94,46,7.0015
3,0,0,1,28.7,65,15.0013
3,1,0,1,26.24,83,6.0032
1,0,1,1,8.2,27,19.9995
1,0,0,1,16.4,37,19.9995
2,0,1,3,14.76,87,22.0028
4,0,0,1,17.22,35,8.9981
1,0,0,2,16.4,82,19.0012
1,1,0,1,8.2,51,12.998
3,0,1,1,28.7,48,6.0032
1,0,1,1,9.84,44,12.998
2,0,1,2,16.4,66,8.9981
2,0,1,2,27.88,89,6.0032
2,0,1,2,27.88,61,8.9981
4,0,1,2,22.14,94,7.0015
1,0,0,2,18.86,67,22.0028
4,0,1,1,9.02,87,6.0032
3,0,1,1,29.52,66,11.0014
3,0,1,1,35.26,47,19.9995
3,0,1,1,28.7,45,7.0015
2,0,1,2,26.24,44,19.0012
3,0,1,1,27.88,79,15.0013
4,0,1,2,10.66,56,19.0012
3,0,1,1,34.44,49,19.9995
4,1,0,1,13.12,39,11.0014
1,0,1,1,27.88,39,11.0014
2,0,1,2,24.6,73,0.0
3,0,1,2,32.8,63,23.9994
4,0,1,1,21.32,72,0.0
2,0,1,1,28.7,37,0.0
4,0,1,3,22.14,88,0.0
2,0,1,1,18.86,67,19.0012
1,0,0,1,13.12,42,30.0026
4,0,1,2,12.3,61,6.0032
1,0,0,1,7.38,47,11.0014
1,0,1,1,18.04,38,12.998
1,0,0,1,17.22,44,32.9975
2,0,1,1,13.94,71,7.0015
2,0,1,1,18.86,94,12.998
2,0,1,1,28.7,61,6.0032
2,0,1,1,19.68,31,19.0012
4,0,1,3,18.86,77,31.0009
3,0,1,1,30.34,66,16.9979
4,0,1,1,22.14,60,19.9995
4,1,0,2,28.7,45,6.0032
2,0,1,1,22.14,77,19.0012
2,0,1,1,27.06,57,16.9979
1,0,0,1,8.2,44,22.0028
2,0,1,1,13.94,81,7.0015
1,0,1,3,16.4,0,11.0014
3,0,0,1,31.16,40,8.9981
3,0,1,1,28.7,48,0.0
2,0,0,2,15.58,87,6.0032
2,0,1,1,25.42,33,16.9979
4,0,1,2,13.12,53,19.0012
2,0,0,1,15.58,62,22.0028
4,0,1,1,27.06,78,12.998
2,0,0,1,24.6,78,7.0015
4,0,1,1,8.2,80,0.0
2,0,1,1,26.24,73,6.0032
3,0,0,1,34.44,59,11.0014
1,0,1,1,12.3,28,12.998
4,0,1,1,11.48,36,26.0027
3,0,1,1,32.8,55,0.0
3,0,0,2,29.52,66,11.0014
4,0,0,1,19.68,33,12.998
2,1,0,1,16.4,76,0.0
1,0,1,1,5.74,74,8.9981
1,0,0,2,6.56,74,11.0014
1,0,1,1,0.82,41,12.998
3,0,0,2,24.6,73,8.9981
1,0,0,2,17.22,100,19.9995
3,0,0,3,29.52,74,6.0032
2,0,1,1,24.6,40,16.9979
3,0,1,1,30.34,58,19.0012
4,0,1,1,24.6,53,8.9981
4,0,0,1,15.58,87,8.9981
2,0,0,1,28.7,39,8.9981
4,0,1,1,10.66,70,6.0032
2,0,1,1,28.7,34,16.9979
1,0,1,3,18.04,0,15.0013
3,0,1,1,29.52,51,12.998
3,0,1,1,38.54,33,0.0
2,0,1,1,21.32,55,19.0012
4,0,1,2,13.94,66,15.0013
1,0,0,1,9.84,81,6.0032
3,0,1,1,37.72,33,23.9994
3,0,0,1,31.16,55,8.9981
3,0,0,1,29.52,62,6.0032
1,0,0,1,6.56,47,23.9994
1,0,1,2,8.2,37,11.0014
4,0,1,1,8.2,69,6.0032
3,0,0,1,29.52,84,8.9981
1,0,1,3,13.12,93,15.0013
3,0,1,1,27.06,74,12.998
4,0,1,2,22.96,83,0.0
2,0,1,1,22.14,56,19.9995
3,1,0,2,31.16,55,6.0032
2,0,1,1,22.96,73,15.0013
3,0,1,1,29.52,62,15.0013
3,0,1,3,22.14,94,23.9994
2,0,1,1,28.7,65,7.0015
1,0,1,2,9.84,65,11.0014
3,0,1,1,31.16,62,19.0012
3,0,0,1,36.9,37,35.0008
4,0,1,1,18.04,58,12.998
4,0,1,1,12.3,87,0.0
1,0,1,1,13.12,22,15.0013
2,0,0,1,26.24,53,0.0
2,0,1,1,18.04,38,12.998
2,0,1,2,25.42,69,8.9981
4,0,0,1,13.94,76,12.998
2,0,0,1,23.78,88,0.0
4,0,1,2,24.6,43,11.0014
2,0,1,1,20.5,31,12.998
2,0,1,1,21.32,59,8.9981
4,0,1,1,26.24,89,0.0
1,0,1,1,5.74,69,8.9981
4,0,1,2,24.6,73,12.998
4,0,1,1,10.66,81,12.998
3,0,1,1,30.34,51,11.0014
3,0,1,1,25.42,83,8.9981
3,0,1,1,27.06,61,15.0013
3,0,1,1,27.06,89,11.0014
1,0,1,1,10.66,70,8.9981
3,0,0,2,28.7,74,19.0012
4,0,1,2,17.22,71,31.0009
1,0,0,1,5.74,46,16.9979
4,0,1,2,13.12,53,15.0013
1,0,1,1,12.3,52,16.9979
1,0,1,1,29.52,32,15.0013
4,0,0,1,14.76,77,0.0
3,0,0,1,31.16,62,7.0015
3,0,1,1,29.52,51,8.9981
1,0,1,1,4.1,54,6.0032
2,0,1,2,22.96,68,22.0028
2,0,0,1,33.62,38,15.0013
4,0,1,1,18.04,67,8.9981
2,0,1,1,25.42,38,19.9995
3,0,1,1,27.88,74,12.998
3,0,1,1,32.8,43,7.0015
4,0,1,1,13.12,81,12.998
1,0,1,3,9.02,87,0.0
3,0,0,1,30.34,79,11.0014
3,0,1,1,32.8,55,6.0032
4,0,1,1,11.48,48,11.0014
4,0,0,1,18.04,58,27.9993
2,0,1,1,25.42,38,16.9979
1,0,1,1,13.12,53,19.9995
4,0,0,2,18.04,72,6.0032
4,0,1,3,13.12,81,31.0009
1,1,0,2,6.56,55,12.998
1,0,1,2,8.2,93,0.0
4,0,1,2,24.6,73,11.0014
3,0,1,1,27.06,54,8.9981
3,0,1,1,35.26,36,11.0014
1,0,1,2,10.66,65,15.0013
4,0,1,1,15.58,50,26.0027
1,0,1,1,14.76,34,27.9993
3,0,0,1,33.62,30,7.0015
3,0,0,1,24.6,43,6.0032
2,0,1,1,24.6,28,7.0015
3,0,1,3,25.42,83,15.0013
3,0,0,2,26.24,69,7.0015
4,0,1,1,17.22,35,30.0026
3,0,1,3,27.88,83,30.0026
3,0,0,1,30.34,55,12.998
3,0,1,2,24.6,88,19.9995
4,0,0,1,9.84,65,6.0032
4,1,0,1,18.86,94,0.0
1,0,1,3,6.56,93,7.0015
2,0,0,2,22.14,77,7.0015
4,0,0,2,13.12,81,0.0
3,0,0,1,33.62,43,19.0012
1,0,1,1,5.74,50,19.0012
1,0,1,1,21.32,72,8.9981
3,0,1,1,30.34,55,8.9981
2,0,1,1,18.86,67,23.9994
2,0,0,1,28.7,61,8.9981
1,0,1,1,8.2,44,27.9993
2,0,1,1,22.14,90,8.9981
3,0,0,1,26.24,69,12.998
4,0,0,3,15.58,87,15.0013
2,0,1,1,30.34,28,19.0012
4,0,0,1,14.76,46,26.0027
1,0,1,3,12.3,61,8.9981
4,0,1,2,18.86,87,12.998
1,0,1,2,18.86,94,19.0012
4,0,1,1,28.7,61,16.9979
3,0,0,1,32.8,33,0.0
4,0,1,2,12.3,75,12.998
3,0,1,1,31.16,70,23.9994
2,0,1,1,24.6,26,11.0014
4,0,1,1,16.4,50,16.9979
2,0,1,1,27.06,39,19.9995
4,0,0,3,15.58,82,22.0028
1,0,1,1,8.2,47,23.9994
1,0,1,1,17.22,32,19.0012
3,0,0,3,28.7,74,8.9981
4,0,1,1,20.5,51,12.998
3,0,1,2,28.7,74,7.0015
3,0,1,1,31.16,58,16.9979
3,0,1,1,36.08,44,19.0012
3,0,1,2,25.42,73,11.0014
4,0,1,3,25.42,94,0.0
4,0,1,1,18.86,82,0.0
3,0,1,2,27.88,89,6.0032
2,0,0,3,17.22,41,15.0013
1,0,1,2,16.4,87,12.998
3,0,1,2,21.32,48,11.0014
4,0,1,2,23.78,78,12.998
2,0,1,1,29.52,32,32.9975
2,0,0,2,27.88,74,7.0015
2,0,1,1,20.5,31,11.0014
2,0,1,2,22.14,73,22.0028
1,0,1,1,11.48,52,16.9979
1,0,0,1,13.12,28,35.0008
4,0,0,2,13.12,81,11.0014
3,0,1,1,29.52,70,7.0015
4,0,1,1,14.76,76,6.0032
4,0,1,3,22.14,94,11.0014
4,0,0,1,18.04,62,11.0014
4,0,1,1,18.86,67,11.0014
1,0,1,1,13.12,49,12.998
2,0,1,1,22.14,64,8.9981
3,0,1,1,36.08,42,7.0015
4,0,1,1,9.84,48,12.998
1,0,1,1,12.3,56,11.0014
2,0,1,3,28.7,65,15.0013
3,0,1,1,18.86,67,31.0009
2,0,0,2,26.24,57,0.0
4,0,1,1,24.6,56,19.0012
1,0,1,2,12.3,70,6.0032
3,0,0,1,30.34,74,11.0014
4,0,0,1,10.66,87,0.0
4,0,0,1,19.68,48,0.0
4,0,1,2,14.76,62,19.0012
4,0,0,1,22.14,37,0.0
3,0,1,1,28.7,61,12.998
2,0,0,1,28.7,34,16.9979
2,0,0,1,29.52,62,11.0014
2,0,1,2,26.24,73,12.998
2,1,0,1,32.8,33,31.0009
2,0,1,1,27.88,79,7.0015
1,0,1,1,8.2,61,0.0
1,0,1,2,13.94,57,15.0013
3,0,1,2,27.06,83,39.0007
1,0,1,1,12.3,61,0.0
4,0,1,2,16.4,54,11.0014
1,0,1,1,12.3,49,12.998
3,0,1,3,26.24,94,23.9994
4,0,0,1,20.5,51,8.9981
3,0,0,2,31.16,58,12.998
2,0,0,2,28.7,42,12.998
1,0,1,2,8.2,75,8.9981
1,0,1,1,9.02,75,6.0032
4,0,1,1,28.7,42,11.0014
2,0,1,1,19.68,63,6.0032
1,0,1,1,18.86,47,15.0013
2,0,1,1,22.96,88,6.0032
3,0,1,1,24.6,60,15.0013
3,0,1,1,20.5,63,6.0032
1,0,1,3,17.22,0,16.9979
3,0,1,1,32.8,41,15.0013
1,0,0,1,4.92,74,6.0032
2,0,1,2,21.32,48,7.0015
4,0,0,1,17.22,32,19.9995
2,0,1,1,29.52,32,8.9981
3,0,0,2,27.06,94,15.0013
4,0,1,1,22.96,94,11.0014
4,0,0,3,16.4,82,12.998
3,1,0,1,26.24,78,0.0
3,0,1,1,29.52,62,11.0014
3,0,1,3,27.06,83,15.0013
4,0,0,1,18.86,38,11.0014
4,0,1,1,12.3,52,11.0014
2,0,1,1,24.6,43,12.998
1,0,1,1,4.92,39,11.0014
2,0,1,3,28.7,65,15.0013
2,0,1,3,19.68,82,7.0015
2,0,1,1,27.06,36,19.9995
3,0,0,1,25.42,83,11.0014
4,0,1,1,14.76,76,6.0032
2,0,0,1,29.52,62,12.998
4,0,1,1,20.5,72,8.9981
3,0,1,2,22.14,94,22.0028
2,0,1,1,25.42,73,31.0009
4,0,0,1,16.4,50,8.9981
1,0,1,1,18.04,77,16.9979
4,0,1,1,12.3,52,19.0012
3,0,1,1,27.06,89,7.0015
2,0,1,2,23.78,78,6.0032
3,0,1,1,28.7,65,7.0015
4,0,1,1,14.76,76,7.0015
2,0,1,2,28.7,61,6.0032
2,1,0,2,18.86,67,26.0027
3,0,1,2,27.06,69,19.9995
4,0,1,1,20.5,63,19.9995
3,0,1,1,27.88,74,12.998
4,0,1,1,14.76,43,19.0012
3,0,1,1,26.24,94,7.0015
1,0,1,1,10.66,33,36.9974
4,0,1,2,20.5,72,11.0014
2,0,0,1,25.42,88,15.0013
3,0,0,1,27.06,89,19.0012
2,0,1,1,32.8,29,12.998
4,0,1,1,10.66,60,19.0012
1,0,1,3,14.76,73,7.0015
2,0,1,2,20.5,100,0.0
1,0,1,1,9.02,37,16.9979
2,0,1,2,21.32,88,0.0
3,0,1,1,33.62,46,16.9979
2,0,1,1,25.42,65,11.0014
3,0,1,1,26.24,83,0.0
4,0,1,1,11.48,61,15.0013
3,0,1,1,29.52,54,16.9979
1,0,1,2,12.3,65,12.998
2,0,1,1,32.8,59,15.0013
2,0,0,1,18.86,67,0.0
3,0,1,1,34.44,49,22.0028
1,0,1,1,11.48,48,15.0013
3,0,1,1,32.8,55,16.9979
1,0,0,2,9.84,93,7.0015
3,0,1,1,33.62,43,0.0
3,0,0,1,27.88,83,8.9981
3,0,0,1,29.52,70,15.0013
4,0,1,2,19.68,82,19.0012
4,0,0,1,17.22,47,0.0
4,0,1,1,9.84,65,0.0
2,0,1,1,19.68,39,19.0012
1,0,1,1,11.48,33,27.9993
4,0,1,2,16.4,87,23.9994
2,0,1,2,20.5,59,7.0015
3,0,1,1,31.98,29,6.0032
2,0,1,1,24.6,60,32.9975
3,0,1,2,32.8,36,11.0014
2,0,1,2,25.42,65,16.9979
3,0,1,3,28.7,84,0.0
1,0,1,2,9.84,65,8.9981
4,0,0,1,11.48,45,15.0013
